food_type,base_safe_time,temperature_c,humidity_percent,time_since_cooked_min,packaging_type,sun_exposure,quantity_kg,safe_minutes_remaining
milk_based_dessert,55,39.0,57.3,19,open,indoor_no_ac,19.3,0.0
biryani,115,37.7,87.9,85,semi_covered,outdoor_direct_sun,20.7,0.0
raw_vegetable_salad,75,32.3,42.7,48,semi_covered,outdoor_direct_sun,12.4,0.0
salad_cut_fruits,70,30.0,82.7,139,semi_covered,outdoor_shaded,10.4,0.0
dal,110,32.7,67.5,121,open,outdoor_direct_sun,4.3,0.0
bakery_cake,85,24.9,75.2,7,sealed,indoor_ac,19.9,26.8
dairy_sweets,60,26.3,50.9,71,open,indoor_ac,7.1,0.0
bread_items,170,25.1,46.9,60,sealed,indoor_no_ac,20.7,91.1
dal,110,31.3,89.0,8,semi_covered,indoor_no_ac,3.9,43.0
curry_gravy,100,38.7,68.0,22,semi_covered,outdoor_direct_sun,4.2,13.8
milk_based_dessert,55,36.0,61.5,150,semi_covered,outdoor_shaded,14.7,0.0
biryani,115,29.1,71.3,28,sealed,outdoor_shaded,19.4,35.1
curry_gravy,100,39.1,83.4,12,semi_covered,indoor_ac,11.5,29.6
bakery_cake,85,37.3,82.6,76,sealed,outdoor_shaded,19.1,0.0
dal,110,35.7,43.2,40,sealed,outdoor_direct_sun,6.4,28.5
biryani,115,33.3,84.1,54,semi_covered,indoor_ac,20.6,0.2
paneer_dish,95,31.2,73.1,124,sealed,outdoor_direct_sun,17.5,0.0
salad_cut_fruits,70,34.5,69.8,83,sealed,indoor_ac,5.0,0.0
dry_food_roti,180,30.8,36.1,132,semi_covered,outdoor_shaded,14.6,0.0
curry_gravy,100,38.1,50.6,130,sealed,outdoor_shaded,3.4,0.0
curry_gravy,100,26.6,64.8,78,semi_covered,outdoor_direct_sun,19.3,0.0
paneer_dish,95,33.0,81.1,103,open,outdoor_direct_sun,17.9,0.0
salad_cut_fruits,70,27.9,44.6,81,open,indoor_ac,20.1,0.0
fried_rice,125,35.1,56.8,134,sealed,indoor_no_ac,10.9,0.0
bakery_cake,85,32.0,69.0,122,sealed,indoor_ac,15.3,0.0
paneer_dish,95,41.0,89.1,24,open,outdoor_direct_sun,18.7,0.0
chicken_curry,90,30.6,82.6,96,semi_covered,indoor_no_ac,15.5,0.0
fried_rice,125,24.7,89.2,69,open,indoor_ac,14.0,0.0
milk_based_dessert,55,38.3,79.8,56,open,outdoor_shaded,16.1,0.0
raw_vegetable_salad,75,41.8,60.8,61,open,outdoor_shaded,14.0,0.0
chicken_curry,90,38.0,75.5,96,open,indoor_ac,3.2,0.0
raw_vegetable_salad,75,37.9,46.5,106,sealed,outdoor_shaded,14.2,0.0
samosa_kachori,135,41.9,64.6,132,semi_covered,indoor_no_ac,4.3,0.0
dal,110,28.5,37.6,150,sealed,outdoor_direct_sun,15.3,0.0
dry_food_roti,180,33.4,58.8,118,open,indoor_no_ac,9.2,0.0
fish_curry,80,27.0,37.0,58,open,outdoor_direct_sun,9.1,0.0
dry_food_roti,180,38.2,82.3,119,open,outdoor_direct_sun,22.3,0.0
milk_based_dessert,55,25.8,69.6,37,semi_covered,outdoor_shaded,10.3,0.0
paneer_dish,95,25.2,43.0,39,semi_covered,indoor_ac,24.5,15.3
biryani,115,38.2,71.1,145,open,outdoor_shaded,6.2,0.0
dairy_sweets,60,25.1,84.3,72,semi_covered,indoor_no_ac,10.4,0.0
salad_cut_fruits,70,39.4,81.9,37,open,outdoor_shaded,4.0,0.0
milk_based_dessert,55,34.8,54.9,124,sealed,outdoor_direct_sun,16.2,0.0
dairy_sweets,60,29.2,68.7,36,semi_covered,outdoor_shaded,11.7,0.0
pasta,105,26.8,90.9,81,open,outdoor_direct_sun,10.7,0.0
salad_cut_fruits,70,41.3,72.9,92,open,outdoor_direct_sun,24.1,0.0
biryani,115,33.8,70.0,31,semi_covered,indoor_ac,4.1,40.3
fried_rice,125,33.2,38.0,49,open,outdoor_shaded,17.4,1.6
dry_food_roti,180,35.1,89.2,10,semi_covered,outdoor_shaded,12.1,92.4
dry_food_roti,180,32.7,52.3,142,open,indoor_ac,9.4,0.0
pasta,105,33.4,75.1,135,sealed,indoor_ac,3.2,0.0
noodles,110,29.2,72.7,46,open,outdoor_shaded,6.8,0.0
dry_food_roti,180,29.7,55.3,77,open,indoor_no_ac,12.5,42.5
bread_items,170,27.2,74.6,135,sealed,outdoor_direct_sun,17.6,0.0
samosa_kachori,135,36.3,58.7,64,semi_covered,outdoor_direct_sun,21.4,0.0
dal,110,26.3,67.5,20,semi_covered,indoor_no_ac,5.1,43.6
dal,110,41.9,91.9,98,semi_covered,outdoor_direct_sun,6.9,0.0
pasta,105,37.8,56.0,30,open,outdoor_direct_sun,20.2,0.0
bakery_cake,85,27.9,41.3,46,sealed,outdoor_shaded,6.6,15.6
dairy_sweets,60,28.1,59.4,36,open,outdoor_shaded,7.9,0.0
bread_items,170,40.1,66.0,62,semi_covered,indoor_ac,24.7,36.0
rice_meal,120,31.1,80.2,125,sealed,outdoor_shaded,14.1,0.0
milk_based_dessert,55,39.4,94.7,125,semi_covered,indoor_ac,5.6,0.0
noodles,110,27.8,54.9,132,sealed,outdoor_shaded,12.8,0.0
samosa_kachori,135,37.9,44.1,11,open,outdoor_shaded,24.4,41.1
raw_vegetable_salad,75,35.1,68.6,38,semi_covered,outdoor_direct_sun,14.8,0.0
biryani,115,30.1,69.7,57,sealed,indoor_no_ac,23.3,0.0
salad_cut_fruits,70,35.5,63.2,52,sealed,indoor_no_ac,7.0,0.0
salad_cut_fruits,70,33.7,43.8,146,sealed,outdoor_direct_sun,19.7,0.0
pasta,105,26.4,85.3,114,semi_covered,indoor_no_ac,19.2,0.0
dairy_sweets,60,36.4,69.3,140,open,indoor_no_ac,23.8,0.0
raw_vegetable_salad,75,26.8,38.8,13,sealed,outdoor_direct_sun,21.2,20.2
salad_cut_fruits,70,42.0,44.5,21,semi_covered,outdoor_shaded,17.6,0.0
bakery_cake,85,28.5,73.8,78,sealed,outdoor_direct_sun,10.5,0.0
fish_curry,80,41.1,59.5,14,sealed,outdoor_direct_sun,23.1,0.0
noodles,110,40.8,94.2,136,sealed,indoor_no_ac,10.7,0.0
pasta,105,24.7,60.5,129,open,indoor_no_ac,11.4,0.0
dry_food_roti,180,25.2,44.2,88,semi_covered,outdoor_shaded,11.0,56.7
dal,110,30.0,72.6,26,sealed,indoor_no_ac,6.8,41.4
chicken_curry,90,39.3,75.9,126,sealed,indoor_no_ac,10.3,0.0
fried_rice,125,37.6,72.2,70,open,outdoor_shaded,9.8,0.0
bakery_cake,85,31.4,55.0,40,sealed,outdoor_shaded,19.9,0.0
curry_gravy,100,28.1,78.7,44,open,outdoor_shaded,21.7,0.0
chicken_curry,90,31.5,53.1,121,semi_covered,indoor_no_ac,21.9,0.0
dal,110,35.4,45.7,105,semi_covered,indoor_ac,9.7,0.0
pasta,105,29.2,36.5,25,semi_covered,indoor_ac,7.6,41.5
pizza,95,32.5,89.2,81,sealed,indoor_no_ac,15.8,0.0
biryani,115,34.4,82.4,54,semi_covered,indoor_ac,3.5,0.0
dal,110,37.5,51.8,35,sealed,outdoor_shaded,14.9,35.6
dairy_sweets,60,40.3,60.1,70,open,outdoor_direct_sun,14.5,0.0
fried_rice,125,29.2,85.6,64,semi_covered,outdoor_shaded,8.9,0.0
salad_cut_fruits,70,32.0,94.0,80,semi_covered,indoor_ac,19.0,0.0
salad_cut_fruits,70,24.8,58.4,76,semi_covered,outdoor_shaded,14.2,0.0
rice_meal,120,35.2,93.9,5,open,outdoor_direct_sun,17.2,0.0
noodles,110,41.0,80.4,43,sealed,indoor_ac,16.4,4.3
bread_items,170,28.1,75.2,85,semi_covered,outdoor_shaded,3.7,27.5
dal,110,36.4,55.0,81,sealed,outdoor_direct_sun,22.9,0.0
fried_rice,125,35.4,57.1,23,sealed,indoor_no_ac,3.4,74.0
fish_curry,80,24.6,72.2,37,semi_covered,indoor_no_ac,17.3,0.0
raw_vegetable_salad,75,37.4,89.4,72,sealed,indoor_no_ac,6.6,0.0
noodles,110,39.3,45.5,72,semi_covered,outdoor_shaded,21.5,0.0
fried_snacks,140,25.7,76.6,93,sealed,outdoor_shaded,12.2,0.0
bakery_cake,85,39.9,55.0,58,sealed,outdoor_shaded,3.2,0.0
fried_snacks,140,27.6,64.2,141,sealed,indoor_no_ac,3.0,0.0
paneer_dish,95,40.3,48.2,53,semi_covered,outdoor_direct_sun,11.7,0.0
bakery_cake,85,25.4,68.1,68,open,outdoor_direct_sun,5.1,0.0
milk_based_dessert,55,37.3,58.5,65,open,indoor_ac,5.7,0.0
fried_rice,125,37.2,69.7,53,sealed,outdoor_direct_sun,4.3,28.5
bakery_cake,85,32.1,69.1,127,open,indoor_no_ac,16.4,0.0
dry_food_roti,180,40.5,89.3,85,sealed,outdoor_shaded,3.5,21.4
milk_based_dessert,55,39.2,94.7,6,open,indoor_no_ac,15.9,0.0
dry_food_roti,180,39.9,47.9,55,sealed,indoor_ac,9.2,89.8
pasta,105,27.6,64.6,100,semi_covered,outdoor_direct_sun,16.3,0.0
paneer_dish,95,38.6,84.4,14,sealed,indoor_ac,7.5,20.1
paneer_dish,95,35.4,83.2,110,sealed,indoor_ac,20.3,0.0
fried_rice,125,29.8,51.8,105,semi_covered,outdoor_direct_sun,13.7,0.0
chicken_curry,90,29.6,61.2,69,open,outdoor_direct_sun,12.8,0.0
paneer_dish,95,41.0,43.1,36,sealed,outdoor_direct_sun,16.0,0.0
samosa_kachori,135,33.9,90.5,109,open,indoor_no_ac,4.7,0.0
rice_meal,120,27.8,58.0,11,semi_covered,outdoor_direct_sun,4.4,55.3
noodles,110,41.1,39.8,59,semi_covered,indoor_no_ac,6.5,0.0
pizza,95,32.8,79.1,95,sealed,outdoor_shaded,10.0,0.0
pasta,105,35.4,67.7,32,open,indoor_no_ac,23.5,0.0
chicken_curry,90,40.5,42.2,29,semi_covered,indoor_ac,17.7,0.3
dry_food_roti,180,26.4,60.7,54,sealed,outdoor_direct_sun,9.2,86.4
dry_food_roti,180,25.1,60.9,48,semi_covered,outdoor_direct_sun,9.1,91.4
pizza,95,39.2,63.1,135,sealed,outdoor_shaded,14.4,0.0
fish_curry,80,27.2,40.5,45,sealed,outdoor_shaded,15.9,0.0
biryani,115,31.8,87.5,27,open,indoor_ac,7.5,38.0
chicken_curry,90,32.8,85.2,125,open,outdoor_direct_sun,21.2,0.0
pasta,105,31.9,37.7,18,open,outdoor_shaded,11.6,16.9
samosa_kachori,135,35.9,77.1,33,open,indoor_no_ac,8.3,30.9
bakery_cake,85,27.4,42.5,25,sealed,outdoor_direct_sun,7.2,19.8
dairy_sweets,60,25.3,83.1,56,open,indoor_no_ac,20.5,0.0
pasta,105,27.8,40.9,90,open,outdoor_shaded,19.4,0.0
pizza,95,24.9,39.0,45,sealed,outdoor_shaded,20.9,7.4
milk_based_dessert,55,40.2,72.2,36,semi_covered,indoor_no_ac,6.0,0.0
bread_items,170,28.2,76.5,141,sealed,indoor_ac,17.7,0.0
paneer_dish,95,32.5,82.0,84,open,indoor_ac,18.7,0.0
rice_meal,120,35.6,89.4,85,open,outdoor_direct_sun,22.0,0.0
milk_based_dessert,55,32.1,72.6,68,open,indoor_no_ac,17.3,0.0
milk_based_dessert,55,24.5,48.2,99,open,indoor_ac,12.2,0.0
rice_meal,120,29.2,47.0,78,semi_covered,indoor_ac,24.4,6.6
raw_vegetable_salad,75,27.9,62.1,10,semi_covered,indoor_ac,7.9,21.5
paneer_dish,95,27.6,39.0,45,open,outdoor_direct_sun,17.5,0.0
chicken_curry,90,24.5,66.5,22,sealed,indoor_no_ac,19.7,26.4
bread_items,170,33.2,52.8,120,open,indoor_ac,21.2,0.0
chicken_curry,90,31.2,63.9,134,sealed,indoor_ac,18.4,0.0
curry_gravy,100,38.6,79.3,124,open,indoor_ac,3.3,0.0
fried_rice,125,39.1,64.4,12,sealed,indoor_ac,21.7,58.7
chicken_curry,90,40.9,45.2,123,open,indoor_no_ac,20.8,0.0
curry_gravy,100,40.0,41.4,75,sealed,indoor_no_ac,8.6,0.0
fish_curry,80,34.0,48.3,13,open,indoor_ac,21.3,0.0
pizza,95,41.6,65.6,75,open,outdoor_direct_sun,9.0,0.0
curry_gravy,100,29.8,49.7,133,open,indoor_ac,16.0,0.0
dairy_sweets,60,37.6,75.1,25,semi_covered,outdoor_direct_sun,4.9,0.0
chicken_curry,90,36.7,35.9,65,semi_covered,indoor_ac,22.6,0.0
biryani,115,34.0,86.0,38,open,outdoor_direct_sun,9.2,0.0
bread_items,170,25.5,72.8,120,sealed,indoor_ac,18.0,7.1
dry_food_roti,180,38.6,76.6,63,sealed,indoor_ac,9.7,74.6
curry_gravy,100,35.9,54.6,48,open,indoor_no_ac,19.0,0.0
rice_meal,120,32.4,86.2,125,semi_covered,indoor_ac,6.9,0.0
bakery_cake,85,32.9,87.9,122,open,outdoor_direct_sun,12.7,0.0
fish_curry,80,35.8,61.4,70,semi_covered,indoor_ac,11.0,0.0
fried_snacks,140,25.9,46.5,77,semi_covered,outdoor_shaded,18.2,8.9
dairy_sweets,60,37.6,51.3,21,open,outdoor_shaded,22.4,0.0
fish_curry,80,31.8,39.6,131,semi_covered,outdoor_direct_sun,11.9,0.0
pizza,95,40.8,77.5,68,open,indoor_ac,5.5,0.0
pizza,95,39.6,87.7,88,open,indoor_no_ac,5.6,0.0
raw_vegetable_salad,75,36.0,57.2,130,semi_covered,indoor_no_ac,12.2,0.0
milk_based_dessert,55,25.0,47.7,26,sealed,outdoor_direct_sun,18.3,0.0
raw_vegetable_salad,75,35.6,81.9,113,open,indoor_ac,6.9,0.0
noodles,110,40.0,42.4,22,semi_covered,indoor_no_ac,8.2,27.3
fried_rice,125,26.1,65.0,57,open,indoor_no_ac,19.3,7.0
dairy_sweets,60,33.2,49.9,52,semi_covered,outdoor_shaded,21.4,0.0
bread_items,170,30.6,83.2,114,open,indoor_ac,12.7,0.0
samosa_kachori,135,34.6,64.4,113,semi_covered,outdoor_shaded,10.5,0.0
pasta,105,37.5,46.7,77,semi_covered,indoor_ac,20.3,0.0
samosa_kachori,135,32.8,35.1,71,sealed,outdoor_direct_sun,8.7,19.3
pasta,105,41.4,78.8,5,sealed,outdoor_shaded,4.5,34.8
dal,110,37.6,47.9,30,open,indoor_no_ac,9.2,7.7
fried_snacks,140,25.6,35.5,145,open,outdoor_shaded,11.1,0.0
fish_curry,80,30.2,42.3,8,sealed,indoor_no_ac,6.1,35.2
bakery_cake,85,38.1,46.4,96,semi_covered,outdoor_direct_sun,5.2,0.0
dal,110,32.1,77.1,110,semi_covered,outdoor_direct_sun,20.5,0.0
dairy_sweets,60,33.8,53.8,95,semi_covered,outdoor_shaded,20.0,0.0
pizza,95,30.1,56.3,140,semi_covered,indoor_no_ac,17.4,0.0
paneer_dish,95,29.7,43.1,51,semi_covered,outdoor_direct_sun,17.3,0.0
samosa_kachori,135,41.4,84.4,106,semi_covered,outdoor_shaded,13.7,0.0
curry_gravy,100,33.0,65.2,20,sealed,indoor_no_ac,17.9,31.1
dairy_sweets,60,40.4,35.5,47,semi_covered,indoor_ac,11.0,0.0
dairy_sweets,60,25.8,60.5,79,semi_covered,outdoor_shaded,18.3,0.0
milk_based_dessert,55,28.6,66.5,147,sealed,indoor_no_ac,13.4,0.0
rice_meal,120,35.4,37.3,112,semi_covered,indoor_no_ac,4.9,0.0
pizza,95,24.8,54.0,94,open,indoor_ac,5.0,0.0
milk_based_dessert,55,41.9,56.5,84,sealed,outdoor_shaded,14.0,0.0
raw_vegetable_salad,75,29.3,60.2,25,sealed,indoor_no_ac,22.8,1.1
pasta,105,27.5,72.6,19,open,indoor_no_ac,10.4,37.1
biryani,115,26.5,57.0,77,sealed,indoor_no_ac,6.4,19.4
chicken_curry,90,30.7,51.3,43,open,indoor_ac,11.2,9.9
bread_items,170,26.1,72.5,33,open,indoor_ac,17.6,76.9
fried_snacks,140,26.0,87.0,119,sealed,outdoor_direct_sun,13.6,0.0
milk_based_dessert,55,38.3,54.2,102,semi_covered,indoor_ac,19.0,0.0
noodles,110,27.7,71.4,37,semi_covered,outdoor_direct_sun,16.0,31.4
bakery_cake,85,25.5,37.9,147,open,indoor_ac,20.3,0.0
samosa_kachori,135,40.8,76.6,20,semi_covered,indoor_no_ac,4.4,37.0
rice_meal,120,28.4,36.5,76,semi_covered,outdoor_shaded,5.7,6.0
rice_meal,120,31.3,44.7,61,open,outdoor_direct_sun,10.4,0.0
pasta,105,24.2,35.3,123,semi_covered,outdoor_shaded,11.5,0.0
milk_based_dessert,55,30.9,93.0,139,sealed,outdoor_shaded,24.8,0.0
dry_food_roti,180,28.0,48.5,40,open,outdoor_shaded,17.4,88.6
dairy_sweets,60,32.7,73.1,14,open,outdoor_shaded,4.7,0.0
raw_vegetable_salad,75,37.2,63.0,129,open,indoor_ac,10.1,0.0
milk_based_dessert,55,24.5,75.0,12,open,outdoor_shaded,9.2,0.0
noodles,110,41.1,84.8,89,semi_covered,outdoor_direct_sun,11.5,0.0
bakery_cake,85,37.3,65.5,24,open,indoor_ac,15.4,0.0
biryani,115,29.3,61.6,70,sealed,indoor_ac,22.0,2.6
dal,110,30.2,79.9,103,semi_covered,indoor_ac,9.5,0.0
biryani,115,38.7,44.5,67,sealed,indoor_ac,9.5,7.0
bread_items,170,26.1,77.5,122,sealed,outdoor_shaded,13.1,9.7
salad_cut_fruits,70,31.4,77.8,59,open,outdoor_shaded,19.2,0.0
curry_gravy,100,35.4,54.3,104,sealed,outdoor_shaded,3.7,0.0
milk_based_dessert,55,35.2,63.9,114,sealed,outdoor_direct_sun,15.5,0.0
fish_curry,80,31.2,65.3,44,open,indoor_ac,15.7,0.0
raw_vegetable_salad,75,37.2,38.3,59,sealed,outdoor_shaded,14.9,0.0
fish_curry,80,26.8,85.4,95,open,indoor_ac,19.1,0.0
dry_food_roti,180,41.6,51.2,69,semi_covered,indoor_ac,13.2,54.9
curry_gravy,100,30.3,65.2,24,sealed,indoor_ac,12.5,41.7
fried_snacks,140,39.0,87.2,143,sealed,outdoor_direct_sun,19.5,0.0
fish_curry,80,24.7,50.9,114,open,outdoor_shaded,8.6,0.0
noodles,110,37.4,59.7,34,open,outdoor_direct_sun,7.2,0.0
dairy_sweets,60,39.1,42.2,123,open,indoor_ac,20.4,0.0
fried_rice,125,34.2,61.5,53,sealed,indoor_ac,15.6,26.7
fish_curry,80,40.9,58.0,97,open,outdoor_shaded,5.2,0.0
dairy_sweets,60,35.2,82.5,97,open,outdoor_shaded,11.8,0.0
fried_rice,125,40.3,59.8,149,open,indoor_no_ac,17.3,0.0
dairy_sweets,60,32.8,64.1,44,open,outdoor_shaded,5.1,0.0
samosa_kachori,135,31.3,71.4,6,semi_covered,indoor_no_ac,3.6,76.8
bakery_cake,85,36.5,39.5,128,sealed,outdoor_shaded,8.6,0.0
fish_curry,80,25.1,66.8,53,sealed,indoor_no_ac,4.7,0.0
bakery_cake,85,38.9,35.6,105,sealed,outdoor_direct_sun,14.1,0.0
dry_food_roti,180,26.4,48.9,117,sealed,outdoor_shaded,18.5,38.1
pasta,105,25.3,54.2,114,open,indoor_no_ac,13.9,0.0
dal,110,39.1,51.7,20,semi_covered,outdoor_shaded,8.3,41.5
milk_based_dessert,55,37.9,50.6,146,sealed,indoor_ac,20.5,0.0
salad_cut_fruits,70,35.6,37.9,87,open,indoor_ac,13.7,0.0
dry_food_roti,180,26.3,69.2,136,sealed,outdoor_shaded,24.5,0.0
curry_gravy,100,41.0,59.6,26,open,indoor_no_ac,20.7,0.0
chicken_curry,90,32.3,50.8,104,semi_covered,indoor_no_ac,8.8,0.0
dry_food_roti,180,36.3,54.1,54,open,outdoor_shaded,21.3,37.4
samosa_kachori,135,40.1,87.1,123,semi_covered,indoor_no_ac,7.7,0.0
samosa_kachori,135,32.2,92.8,83,semi_covered,outdoor_shaded,24.8,0.0
fried_rice,125,26.9,86.5,140,semi_covered,outdoor_direct_sun,18.9,0.0
fried_rice,125,33.8,46.1,24,open,outdoor_shaded,18.9,29.1
milk_based_dessert,55,36.8,37.2,119,sealed,outdoor_shaded,18.5,0.0
bread_items,170,29.3,69.9,48,sealed,outdoor_shaded,5.7,74.8
fried_snacks,140,29.8,47.7,99,sealed,indoor_no_ac,24.8,0.5
dal,110,28.6,90.5,113,sealed,indoor_no_ac,11.3,0.0
samosa_kachori,135,30.4,86.5,131,semi_covered,indoor_no_ac,4.5,0.0
salad_cut_fruits,70,40.6,90.5,122,sealed,indoor_no_ac,14.0,0.0
rice_meal,120,39.9,93.3,66,open,indoor_no_ac,18.5,0.0
milk_based_dessert,55,28.8,56.2,98,sealed,indoor_ac,22.5,0.0
noodles,110,29.4,88.9,45,open,indoor_no_ac,14.2,0.0
dairy_sweets,60,28.3,72.9,79,sealed,outdoor_direct_sun,10.0,0.0
raw_vegetable_salad,75,41.4,46.2,31,sealed,indoor_no_ac,13.2,5.0
dal,110,38.2,66.1,28,open,indoor_ac,4.7,12.8
rice_meal,120,40.4,71.7,103,open,outdoor_direct_sun,23.7,0.0
salad_cut_fruits,70,37.8,47.4,74,sealed,indoor_ac,21.5,0.0
dry_food_roti,180,35.0,73.2,38,semi_covered,outdoor_direct_sun,8.6,76.2
pizza,95,34.9,66.3,132,sealed,outdoor_direct_sun,11.0,0.0
noodles,110,31.6,81.3,74,semi_covered,indoor_ac,5.6,0.0
bakery_cake,85,26.9,35.5,86,semi_covered,indoor_ac,4.5,0.0
salad_cut_fruits,70,28.0,56.5,23,sealed,indoor_no_ac,17.9,8.7
fried_rice,125,34.1,84.8,150,sealed,outdoor_direct_sun,17.8,0.0
raw_vegetable_salad,75,34.2,72.4,62,sealed,outdoor_shaded,12.6,0.0
fried_rice,125,25.5,86.2,112,open,outdoor_shaded,17.7,0.0
chicken_curry,90,28.1,91.4,34,semi_covered,indoor_no_ac,11.4,0.0
fried_snacks,140,33.4,69.6,110,sealed,outdoor_shaded,23.8,0.0
chicken_curry,90,37.2,65.9,46,semi_covered,outdoor_shaded,18.2,0.0
biryani,115,35.6,68.9,83,open,outdoor_direct_sun,23.3,0.0
noodles,110,34.5,86.8,46,semi_covered,indoor_ac,7.9,4.5
bakery_cake,85,30.7,35.5,38,sealed,outdoor_direct_sun,19.2,0.0
paneer_dish,95,41.2,81.3,41,open,indoor_ac,9.9,0.0
fried_rice,125,30.4,67.1,34,semi_covered,indoor_no_ac,18.5,42.0
dairy_sweets,60,40.7,68.3,142,semi_covered,outdoor_shaded,18.2,0.0
pizza,95,33.2,47.3,144,sealed,outdoor_direct_sun,24.2,0.0
milk_based_dessert,55,32.3,39.2,32,open,indoor_no_ac,7.8,0.0
biryani,115,24.5,44.6,10,open,indoor_no_ac,22.0,56.3
milk_based_dessert,55,35.0,51.9,142,sealed,indoor_ac,9.3,0.0
noodles,110,26.5,51.3,45,sealed,outdoor_shaded,24.4,28.9
noodles,110,27.6,43.0,36,open,outdoor_shaded,10.5,29.8
fried_snacks,140,34.8,57.4,94,open,indoor_no_ac,12.4,0.0
fish_curry,80,34.4,48.5,30,semi_covered,outdoor_direct_sun,5.5,0.0
pasta,105,32.4,54.8,23,open,outdoor_shaded,4.9,4.0
chicken_curry,90,24.6,77.6,5,sealed,indoor_no_ac,16.2,35.4
samosa_kachori,135,41.3,76.7,139,sealed,outdoor_direct_sun,11.1,0.0
raw_vegetable_salad,75,31.7,68.1,27,open,outdoor_shaded,10.0,0.0
pasta,105,36.7,86.9,130,open,indoor_ac,12.5,0.0
curry_gravy,100,32.5,61.4,129,semi_covered,indoor_no_ac,3.2,0.0
noodles,110,39.5,82.1,67,semi_covered,outdoor_direct_sun,7.3,0.0
chicken_curry,90,41.6,91.6,44,semi_covered,indoor_ac,16.1,0.0
pasta,105,28.3,61.6,123,semi_covered,outdoor_direct_sun,6.5,0.0
fish_curry,80,40.2,90.6,48,sealed,outdoor_direct_sun,21.2,0.0
fried_snacks,140,33.2,62.9,126,sealed,indoor_ac,9.7,0.0
biryani,115,34.0,62.9,77,open,outdoor_direct_sun,8.8,0.0
fried_rice,125,38.4,75.6,55,sealed,outdoor_shaded,3.6,6.6
rice_meal,120,31.7,47.3,60,sealed,indoor_no_ac,9.6,24.2
dry_food_roti,180,41.7,75.4,101,open,indoor_ac,22.1,0.0
curry_gravy,100,29.9,83.4,100,open,indoor_ac,7.6,0.0
milk_based_dessert,55,24.4,76.8,92,sealed,outdoor_direct_sun,7.6,0.0
fried_snacks,140,25.7,92.8,117,semi_covered,indoor_no_ac,3.4,0.0
chicken_curry,90,25.3,41.8,42,open,indoor_ac,19.5,1.4
bread_items,170,30.0,57.8,44,sealed,indoor_no_ac,7.8,96.4
dal,110,39.2,79.1,112,open,indoor_ac,19.6,0.0
bakery_cake,85,30.1,94.0,57,semi_covered,outdoor_shaded,4.2,0.0
noodles,110,27.0,66.0,65,semi_covered,outdoor_shaded,17.6,0.6
milk_based_dessert,55,36.7,62.8,31,open,indoor_no_ac,6.8,0.0
chicken_curry,90,25.1,86.1,103,open,outdoor_shaded,17.2,0.0
curry_gravy,100,30.1,63.9,18,open,outdoor_shaded,17.2,5.9
dry_food_roti,180,28.2,64.1,48,open,outdoor_shaded,21.4,56.6
fried_snacks,140,36.0,94.4,114,open,outdoor_shaded,7.2,0.0
curry_gravy,100,31.3,66.6,59,open,outdoor_direct_sun,12.5,0.0
paneer_dish,95,40.5,62.1,49,semi_covered,outdoor_shaded,17.3,0.0
raw_vegetable_salad,75,41.9,50.7,66,sealed,indoor_ac,8.8,0.0
pasta,105,26.5,61.7,109,sealed,indoor_no_ac,16.2,0.0
bakery_cake,85,35.3,86.9,108,open,outdoor_direct_sun,23.8,0.0
samosa_kachori,135,26.5,68.6,55,semi_covered,indoor_no_ac,15.9,34.4
curry_gravy,100,28.8,61.0,69,semi_covered,indoor_no_ac,14.9,0.0
salad_cut_fruits,70,28.3,91.0,91,sealed,outdoor_shaded,19.5,0.0
bakery_cake,85,32.8,65.2,114,sealed,indoor_no_ac,18.3,0.0
dairy_sweets,60,27.2,91.6,140,semi_covered,outdoor_direct_sun,9.6,0.0
fried_rice,125,33.0,81.0,23,semi_covered,indoor_no_ac,9.9,35.2
curry_gravy,100,31.7,39.6,24,semi_covered,indoor_ac,13.7,29.5
paneer_dish,95,38.4,78.7,131,semi_covered,indoor_ac,7.0,0.0
pasta,105,28.7,53.9,53,open,indoor_ac,17.1,0.0
bread_items,170,30.6,84.9,41,semi_covered,indoor_no_ac,4.0,75.4
chicken_curry,90,38.8,94.8,46,open,indoor_no_ac,23.6,0.0
bread_items,170,35.1,76.6,5,sealed,outdoor_direct_sun,9.0,88.6
dairy_sweets,60,30.9,50.7,116,open,outdoor_shaded,5.6,0.0
pizza,95,33.1,84.0,114,open,indoor_ac,22.3,0.0
curry_gravy,100,31.2,49.0,129,sealed,indoor_no_ac,4.0,0.0
dairy_sweets,60,39.2,75.1,150,open,outdoor_shaded,22.2,0.0
curry_gravy,100,29.4,94.9,56,semi_covered,indoor_ac,19.4,0.0
chicken_curry,90,30.2,66.7,38,sealed,indoor_ac,20.3,6.6
dal,110,31.5,40.9,21,open,outdoor_shaded,13.9,23.0
noodles,110,28.6,59.9,109,semi_covered,outdoor_shaded,21.8,0.0
pizza,95,30.3,53.3,37,open,outdoor_shaded,15.1,0.0
pizza,95,30.1,79.6,34,sealed,indoor_no_ac,12.3,18.1
fried_rice,125,37.8,44.1,59,semi_covered,indoor_ac,7.2,20.4
noodles,110,34.3,42.4,34,semi_covered,outdoor_direct_sun,22.7,18.7
noodles,110,27.8,47.9,103,open,outdoor_direct_sun,19.8,0.0
dal,110,41.5,36.6,11,semi_covered,outdoor_shaded,21.7,36.1
biryani,115,30.3,52.2,110,open,indoor_ac,12.6,0.0
